data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
Đúng với mô_tả : đúng với sản_phẩm quảng_cáo Tính_năng nổi_bật : ứng_dụng bộ_nhớ cũng được Chất_lượng sản_phẩm : mở nguồn 30% pin sau 1 lúc thấy hao pin rất nhanh còn 10% pin ! còn chất_lượng như nào thì sài mấy hôm rồi mới biết,Negative,,,,,,,,,,
"sản_phẩm rất tốt , cửa_hàng giao cho nhà vận_chuyển rất nhanh , cám_ơn cửa_hàng nhiều",,,,,,,,,Positive,,
"Thất_vọng nhất là camera , ảnh chụp ra rất mờ và thiếu chi_tiết , không hề sắc nét như quảng_cáo .",,Negative,,,,,,,,,
Tần_số quét của màn_hình này là bao_nhiêu Hz ?,,,,Neutral,,,,,,,
"Máy nhìn đẹp lắm , giao hàng nhanh_chóng , máy không có app rác , máy sử_dụng mượt , ổn_định , lần đầu mua của cửa_hàng thấy rất hài_lòng , có dịp sẽ ủng_hộ cửa_hàng tiếp , cửa_hàng uy_tín nhé mọi người",,,Positive,,Positive,,,,Positive,Positive,
Chất_lượng sản_phẩm : bị lỗi pin hỏng,Negative,,,,,,,,,,
Nghe_nói nghe gọi chọi đập nhưng_mà thôi . Xem nó như điện_thoại ,,,,,,,,,,Neutral,
Nhóm màu : đen Dung_lượng lưu_trữ : 6 gb +128 gb cửa_hàng uy_tín,,,,,,,,,,Positive,
Variation 3 : đen variation 1 : không hộp ( mới 100% ) đã nhận được hàng đẹp thoại rất đẹp mỗi_tội mua ốp khó quá đóng_gói kĩ có ten max đầy_đủ,,,,,Positive,Positive,,,,,
cửa_hàng đóng_gói theo đúng tiêu_chuẩn . Thời_gian giao hàng thì đúng như dự_kiến trên app .,,,,,,Neutral,,,Neutral,,
Thời_lượng pin : mọi thứ đều tốt chỉ chờ thời_gian xem độ bên . Mb chú_ý điện_thoại này chức_năng gần như điện_thoại bàn,Positive,,,,,,,,,,
"Máy nhạy màn_hình bự chuông cũng lớn nữa , gọi điện thì hơi nhỏ xí nhưng_mà máy rẻ chính hãng sử_dụng rất oke nha",,,Positive,Positive,,,Positive,,,,
Màu_sắc : đen Phân_loại : nguyên seal hàng dúng như quảng_cáo,,,,,,,,,,Positive,
"Hàng đúng hình đúng với mô_tả , chất_lượng phù_hợp giá tiền , hình_ảnh và clip ở đây chỉ mang tính lấy xu thôi",,,,,,,Positive,,,,
"Điện_thoại mướt nha mấy bồ , sawn sale được giá hời , giao hàng siêu nhanh",,,,,,,Positive,,Positive,,
"Hàng giao nhanh , đóng_gói cẩn_thận , shipoer thái_độ tốt .",,,,,,Positive,,,Positive,,
Chất_lượng sản_phẩm : tệ Đúng với mô_tả : tệ Tính_năng nổi_bật : tệ Quảng_cáo điện_thoại chống nước này kia_mà mình dính nc mưa có 5p về bị sọc màn . mang ra tt kêu bảo_hành hết hơn 1 triệu . quá thất_vọng không bao_giờ mua lại quảng_cáo lừa_đảo,,,,Negative,,,,Negative,,,
Độ phan giải màn_hình thấp nhìn rất xấu . Camera chụp ảnh cũng xấu . Không như quảng_cáo,,Negative,,Negative,,,,,,,
"mình đặt_hàng và nhận xong là 1 máy khác mình muốn hoàn lại nhưng mình để nhầm máy xong mình có liên_hệ để nhận lại và trả lại hàng nhưng không phản_hồi lại và lúc cửa_hàng trả hàng là 1 máy khác hoàn_toàn , máy đồng_nát , nhắn thì không trả_lời làm_ăn bố_láo",,,,,,,,Negative,,,
Variation 3 : ram 6/12 8gb tốt . Máy ngon . Sẽ mua thêm,,,,,,,,,,Positive,
Sản_phẩm được đóng_gói trong hộp nguyên seal của nhà_sản_xuất .,,,,,,Positive,,,,,
cửa_hàng giao rất nhanh . Đặt 4 tây mà nay đã có,,,,,,,,,Positive,,
"cửa_hàng uy_tín , đóng_gói rất kỹ , máy chạy sẵn rom có TV , có sẵn các app của Google . Nếu mua máy mới sẽ ủng_hộ cửa_hàng . 5 sao",,,,,,Positive,,,,,
Chất_lượng sản_phẩm : mới sử_dụng nên chưa có nhiều trải_nghiệm nhưng chưa có đánh_giá nhiều Tính_năng nổi_bật : bàn_phím và màn_hình to Đúng với mô_tả : đúng với mô_tả,,,,Positive,,,,,,Neutral,
"Màn_hình hiển_thị ổn trong điều_kiện ánh_sáng trong phòng , viền màn_hình có độ dày tương_đối .",,,,Neutral,,,,,,,
"Nhóm màu : màu xanh đậm khả_năng lưu_trữ : 128gb hàng tốt nghen mọi người . tưởng 6gb ram hơi bóp nhưng vẫn đa_nhiệm ngon_lành . 8tr hơn cho 1 máy chính hãng , brand tốt thì cũng xứng_đáng từng đồng . cảm_ơn cửa_hàng nhé .",,,,,,,Positive,,,,
"Pin hư , sạc không vào , lúc được lúc không",Negative,,,,,,,,,,
Hàng đẹp hơi xước nhẹ 99% pin hơi chai khoảng 90% mất áp nhưng được_cái rấc phù_hợp nhân_viên phục_vụ ok,Negative,,,,Positive,,,Positive,,,
Giao_diện ứng_dụng camera trực_quan . Các bản vá bảo_mật được cập_nhật theo quý .,,Neutral,,,,,,,,,
sản_phẩm đẹp sạc nhanh . tuy_nhiên app thừa không cần_thiết nhiều quá,Positive,,,,Positive,,,,,,
"Giao hàng nhanh , giá_cả phù_hợp sản_phẩm , phù_hợp nhu_cầu . Giá rẻ . Sẽ tiếp_tục ủng_hộ cửa_hàng . Điện_thoại đẹp .",,,,,Positive,,Positive,,Positive,,
Màu_sắc : vàng nói_chung là quá đẹp cửa_hàng ơi đặt màu vàng giao màu vàng uy_tín,,,,,Positive,,,,,,
pin nóng khi sạc bằng sạc dự_phòng . củ sạc rất nóng . pin bị nóng khi lướt web . sạc pin quá lâu . đóng hàng sơ_sài,,,,,,Negative,,,,,
"Chất_lượng sản_phẩm : máy 93% Đúng với mô_tả : ngoại_hình vẫn đẹp Tính_năng nổi_bật : loa cực_kỳ hay cho anh_em thích nghe nhạc nhé máy cạnh viền hơi trầy xíu , lưng có xước lông mèo dài 3-4 cm , pin thấy hơi yếu , màn_hình đẹp , không dính tài_khoản mi nhé anh_em nói_chung nên mua để trải_nghiệm",Negative,,,Positive,Negative,,,,,Positive,
"cửa_hàng gói hàng kỹ , điện_thoại cầm nhẹ_tay , sử_dụng mượt , mình mua tặng phụ_huynh nên cần máy chính hãng như này là quá tuyệt_vời , tầm phân khúc 3-4 củ chính hãng thì con spark 40 này vả bốp bốp hết 藍藍",,,Positive,,,Positive,Positive,,,,
pin tụt như tụt mana . 100% tụt xuống còn 12% trong nốt_nhạc . không vào được ứng_dụng nào hết nói_chung rất tệ cho 1 sao không nên mua,Negative,,,,,,,,,,
"Giá bán hơi đắt , trong khi mình chỉ dùng những tính_năng cơ_bản .",,,,,,,Negative,,,,
"mua lại lần 2 cũng 75k , đúng ốp của xundd này đeo vào điện_thoại cứng_cáp , vừa khít .",,,,,,,,,,Positive,
Điện_thoại không còn dung_lượng không tải được ứng_dụng không coi được yt cửa_hàng bảo 32gb mà vô coi không còn,,,,,,,,,,Negative,
"camera chụp đêm rất tệ , nhiều noise , ảnh mờ . ship hàng siêu lâu , chậm hơn 3 ngày so vs dự_kiến . máy nóng lên nhanh khi dùng nhiều .",,Negative,,,,,,,Negative,,
"Tính_năng nổi_bật : có Chất_lượng sản_phẩm : tốt Đúng với mô_tả : nhìn nhỏ hơn và không được như mô_tả máy gram nhỏ và thỉnh_thoảng bị lag , rất nhanh nóng máy và hết bin.sử dụng nghe gọi đi xa cầm cho tiện thì tốt",Negative,,Negative,,,,,,,,
"Mới nhận được hàng , máy đẹp.Đã check máy chưa thấy lỗi gì.Liên Quân chơi mượt , ổn.Chụp hình cũng ok.Săn được 7.035 k.Máy kèm sạc và ốp sẵn trong hộp.được tặng thêm tai nghe , tai nghe nghe nhạc đã nha.Còn pin thì dùng lâu mới biết , hàng điện_tử mà hên xui thôi . 10/10",Positive,,Positive,,,,Positive,,,Positive,
Đã thay lưng bị mất áp xuất,,,,,Negative,,,,,,
"Nhóm màu : đen tuyền dung_lượng : 4g b / 6 4g b , camera chính 50mp , ram 4gb + bộ_nhớ 128gb , cảm_biến vân tay ,",,Positive,,,,,,,,,
"Nhóm màu : đen nói_chung là ổn , đáng mua . Ảnh làm_đẹp nhiều hợp với ai thích selfie n e thì không thích lắm . Thích cái sóng wiffli khoẻ thôi",,Neutral,,,,,,,,,
"Em này ngoại_hình khá mới luôn , chỉ bị cổng sạc hơi xấu , chữ harman kardon hơi mờ còn lại mới keng . Sạc kèm theo khá tốt , sạc nhanh mà ít nóng hơn hơn cả con 22.5 w chính hãng của mình . Loa ẻm thì tốt thôi rồi , âm bass các thứ đập siêu đã , màn_hình cũng ổn , mình không chơi game nên chip 2,3 năm còn tốt chán . Cửa_hàng khá tốt , giải_đáp hỗ_trợ khá ổn . Nhưng bị cái cam hơi xấu bù lại cũng nhiều tính_năng nên mua nhá",,Negative,,Positive,Positive,,,Positive,,Positive,
Ảnh và video chỉ mang tính_chất nhận xu điện_thoại shopee còn đẹp so với giá tiền nói_chung ổn trong tầm giá cửa_hàng uy_tín,,,,,Positive,,Positive,,,,
"Ngày nào cũng 2 phiên đốt gần 10 củ tiền ads . Phải_chi mà có cái xưởng nào ở Quy_Nhơn , có hàng sẵn em live phủ_phê thì ngày đốt 20-30 củ là bình_thường . Mỗi_tội hàng_hoá nhập về nhọc_nhằn quá , chưa quen với các mã quần_áo . Em mà máu kiếm tiền trở_lại là tàn_canh gió lạnh với em ",,,,,,,,,,,Neutral
"giá_trị tuyệt_vời cho giá tiền . ,",,,,,,,Positive,,,,
Variation 3 : bạc variation 1 : nguyên seal giao hàng nhanh sản_phẩm đúng như trên video sản_phẩm tốt sẽ ủng_hộ cửa_hàng lần sau khi có nhu_cầu,,,,,,Positive,,,Positive,,
"Tính_năng nổi_bật : nfc , sạc nhanh 33w , camera 108mp Đúng với mô_tả : đúng với mô_tả Chất_lượng sản_phẩm : tốt Vừa nhận được hàng , cảm_quan thì thấy tốt , máy đẹp , mua cho mẹ sử_dụng nên mình cũng không vọc nhiều , đặt 15 , 17 giao tới , săn sale thì còn 3tr5 quá hời .",,,,,Positive,,Positive,,Positive,Positive,
Đúng như mô tá cửa_hàng làm an uy tin dè thương sẽ ứng hộ cửa_hàng lâu_dài,,,,,,,,,,Positive,
"Đẹp , màn_hình dùng sáng , chưa dám test nước thôi . Hình_ảnh nhằm nhận xu",,,,Positive,Positive,,,,,,
"Dung_lượng lưu_trữ : 8 + 256 gb thiết_kế mượt_mà , hoàn_hảo cho người sử_dụng hiện_đại , giao_diện thân_thiện với người sử_dụng , dễ_dàng điều hướng ,",,,,,Positive,,,,,Positive,
"cửa_hàng uy_tín lắm nha , giao hàng cực nhanh luôn , máy chuẩn mới_tinh đúng như mô_tả .",,,,,,,,,Positive,,
Nhóm màu : xanh đậm  Thời_lượng pin : tốt  Chất_lượng camera : tốt ⚡ Hiệu_suất : tốt như hình quảng_cáo đang sử_dụng trước_mắt thấy tốt,,,,,,,,,,,Neutral
"Sản_phẩm tốt chất lượngg cao , cảm_ơn cửa_hàng rất nhiều nha . Cho 5 sao",,,,,,,,,,Positive,
"cửa_hàng đóng_gói gói chu_đáo , cẩn_thận . gọi điện xác_nhận trước , đầy_đủ phụ_kiện đi kèm . máy 99% thì như mới thật_sự , đã test máy . bề_ngoài không hề trầy_xước tí nào . đã mua phụ_kiện ở đây nhiều lần , đây lần đầu mua đthoai ấy . rất ưng nha . hi_vọng sang năm cửa_hàng về thêm dòng mới của samsung nữa .",,,,,Positive,Positive,,,,,
"mua xong thấy không xứng_đáng với giá tiền . trước_đây mình rất tin_tưởng hàng của huawei , honor ( đã sài con huawei nova 2i và honor 90 lite ) . càng ngày chất_lượng sản_phẩm càng đi xuống không được uỷ tín như xưa giờ mua con này máy rất nóng và mỗi khi nóng thì các bạn biết rồi đó : rất giật lag màn_hình amoled mà nhìn rất nản , màu_sắc nhợt_nhạt còn thua màn ips lcd máy cũ của mình . tần_số quét 120hz lướt cũng thua luôn con 60hz máy cũ mình đang sài sạc thì thông_số ghi 66w nhưng tốc_độ thực_tế có 35w trở xuống . lần này rất thất_vọng so với những gì honor đã quảng_cáo . ai mua mình thanh_lý luôn để lấy con samsung a36 5g rẻ mà ngon hơn nhiều",,,Negative,,,,Negative,,,,
Máy mất nguồn sử_dụng được 1 ngày . Em mong cửa_hàng đọc được đổi lại máy cho em ạ . Máy lỗi nguồn lỗi cảm_ứng ạ,,,,,,,,,,Negative,
hàng đẹp như trải nhiệm 1 tháng nữa xem ntn cảm_ơn cửa_hàng,,,,,Positive,,,,,,
Chất_lượng sản_phẩm : tệ Đúng với mô_tả : không đúng Tính_năng nổi_bật : bộ_nhớ đúng là 128 g / 6 g thôi thôi chấp_nhận tiền_nào_của_nấy,,,,,,,Negative,,,Negative,
Mặt lưng của máy có hoàn_thiện nhám .,,,,,Neutral,,,,,,
Đúng với mô_tả : không Chất_lượng sản_phẩm : tệ Tính_năng nổi_bật : không sản_phẩm miêu_tả là nguyên seal nhưng mới mua về mở youtobe có cả đống lịch_sử tìm_kiếm . Nghi_vấn là hàng demo và cửa_hàng đóng seal lại bán cho khách . Cửa_hàng mall mà làm_ăn vớ_va_vớ_vẩn,,,,,,,,,,Negative,
cửa_hàng bán hàng rất uy_tín . Đã nhận được điện_thoại sony experia 5 mark 3 vỏ đẹp còn mới 99% . Pin rất tốt xài đươc lâu . Đã sử_dụng được 3 tuần rồi mới đánh_giá máy không bị lỗi gì hết . Lần đầu mua điện_thoại qua shopee rất hài_lòng,Positive,,,,Positive,,,,,,
"Dung_lượng lưu_trữ : samsung galaxy m21 Nhóm màu : đen sản_phẩm khá tốt trong tầm giá . màn_hình đã được thay_thế , nhưng rất mượt . phụ_kiện kèm theo rất đầy_đủ . cám_ơn cửa_hàng về sản_phẩm .",,,,Positive,,,Positive,,,,
Thời_gian giao hàng phụ_thuộc vào tình_hình thực_tế,,,,,,,,,Neutral,,
Nhóm màu : vàng Dung_lượng lưu_trữ : 6 gb +128 gb hàng đẹp nên mua nha mọi người hihihi,,,,,Positive,,,,,,
"mua máy về lắp sim mạng khác không sử_dụng được , phải sử_dụng sim vittell",,,,,,,,,,Negative,
Ah em mua nho can than nha co may loi dung cung không được dau,,,,,,,,,,Negative,
Nhóm màu : xanh đậm giá_cả : phải vừa túi_tiền độ bền : chua sài đã bị lỗi đúng là hàng trung_quốc mọi người đừng nên mua nhé mắc_công thêm bệnh tức,,,,,,,Positive,,,,
"Máy chuẩn như cửa_hàng nói ram rom thật 8/256 nhé , giao hàng rất nhanh , cửa_hàng có hỗ_trợ đổi máy vì khác màu ok nè , máy rất ok , săn được đúng ngày sale nên được giá 1tr5 khá hợp_lí , anh_em nên mua nhé",,,,,,,Positive,Positive,Positive,,
"Hỏng hàng kém chất_lượng nút nguồn liệt , khó bật / tắt máy ,",,,,,Negative,,,,,,
"Hàng nguyên seal , check imel hàng quốc_tế chính hãng , giá tốt .",,,,,,Positive,Positive,,,,
"mic thu nhỏ giá cao so với chất_lượng màn_hình xấu ,",,,,Negative,,,Negative,,,,
"Giao hàng nhanh , uy_tín , bọc cẩn_thận",,,,,,Positive,,,Positive,,
"Bỏ ra gần chục triệu mà dùng chẳng khác máy 6 – 7 triệu , giá không xứng_đáng .",,,,,,,Negative,,,,
"Đã nhận được hàng , mua ở đây được cái_là giao hàng rất nhanh chỉ sau 1 ngày là nhận được .",,,,,,,,,Positive,,
"Mua cho bố_mẹ gọi video call ok , săn live giá hời , nghe gọi chọi điều ổn , bắt wifi hơi tệ",,,,,,,Positive,,,,
Nhóm màu : pink Dung_lượng lưu_trữ : 128gb đỉnh giao hàng nhanh,,,,,,,,,Positive,,
"Trước có mua cái a55 ở cửa_hàng rồi . Giờ mua thêm cái a 56 . Mới xài 2 ngày tạm_thời thấy ổn , giá rẻ đóng_gói kĩ",,,,,,Positive,Positive,,,,
Pin sạc đầy nhưng tụt đột_ngột . Camera zoom rung không ổn_định . Đóng_gói hộp tái_chế mùi hôi .,Negative,Negative,,,,Negative,,,,,
"Màu_sắc : màu ngẫu_nhiên sản_phẩm : sản_phẩm vượt mong_đợi , chất_lượng sản_phẩm bên cửa_hàng rất tuyệt , đúng hàng chính hãng , đã tìm ra cửa_hàng bán hàng uy_tín chất_lượng , và giá_cả rất bình_dân .... cảm on cửa_hàng đã giao hàng nhanh và hàng chất_lượng . rất đáng nên mua nhé mọi người",,,,,,,Positive,,Positive,,
Màu_sắc : đen Phân_loại : nguyên seal điện_thoại đẹp nha mọi người,,,,,Positive,Positive,,,,,
Camera góc rộng méo_mó vật_thể . Pin yếu khi sử_dụng gps 2 tiếng . Ship mất tracking không theo_dõi được .,,Negative,,,,,,,Negative,,
Đúng với mô_tả : không đúng với mẫu điện_thoại Tính_năng nổi_bật : lag chả có gì mổi bật Chất_lượng sản_phẩm : rất mọi người không nên mua,,,Negative,,,,,,,,
"Chất_lượng sản_phẩm : dung Đúng với mô_tả : màu tím đen giá ổn , chất_lượng ổn , màu trong màn_hình hơi tối , pin cũng không trâu như mình tưởng_tượng , một_số ứng_dụng không tải được",Negative,,,Negative,,,Positive,,,,
